Jul  6 00:01:19 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000000831@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 03:53:41 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003202@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 03:55:07 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004298@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:02:34 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003971@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:03:28 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003967@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:03:32 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004149@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:03:42 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000000593@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:04:53 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004419@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:10:43 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001947@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:11:41 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003581@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:12:52 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001239@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:14:55 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004367@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:16:15 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002530@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:17:41 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003249@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:19:07 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000000031@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:20:20 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002294@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:20:36 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001288@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:21:12 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003017@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:26:39 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003174@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:30:34 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004046@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:36:29 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001180@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:37:35 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001342@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:37:38 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003751@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:38:09 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003257@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:38:57 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000000002@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:42:21 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000000946@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:44:07 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001681@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:46:59 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003214@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:47:07 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002607@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:51:35 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004906@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:52:18 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004551@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:56:21 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000000715@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:57:51 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004159@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 04:59:45 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004187@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:02:48 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004126@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:02:53 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002024@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:04:47 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001405@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:05:13 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003365@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:07:47 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004906@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:10:40 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004328@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:11:40 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000000584@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:14:23 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004187@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:18:01 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002797@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:18:10 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004775@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:20:00 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003000@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:25:33 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002886@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:26:41 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004139@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:26:59 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004465@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:27:34 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001100@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:31:01 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002566@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:33:48 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002459@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:35:04 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003981@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:35:54 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000000333@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:35:58 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001115@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:38:14 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004709@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:38:44 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002808@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:39:27 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000000895@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:45:40 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000000630@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:45:48 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004186@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:52:03 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002132@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:52:18 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003960@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:53:44 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001745@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:55:23 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004084@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:59:37 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002554@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 05:59:50 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000000423@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:02:28 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002117@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:03:47 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002658@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:06:21 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002557@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:06:25 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003899@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:07:04 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003902@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:09:39 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001667@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:11:00 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001458@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:15:29 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001250@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:15:54 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001236@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:16:49 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003782@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:22:56 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000000831@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:23:41 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000000433@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:25:52 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003461@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:28:53 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000000205@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:33:50 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004040@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:34:05 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004129@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:35:15 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001485@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:35:49 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002417@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:36:22 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002173@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:39:48 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002385@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:40:24 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001977@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:42:57 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001391@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:44:39 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000000079@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:46:43 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004256@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:48:10 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002802@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:48:57 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000000278@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:51:25 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001570@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:51:45 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001363@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:55:07 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000000055@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 06:58:03 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003175@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:01:32 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003536@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:03:46 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003703@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:04:53 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002426@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:06:16 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004192@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:06:35 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004491@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:10:35 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002010@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:10:40 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003377@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:12:12 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002649@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:18:56 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004369@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:19:55 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002158@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:21:10 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002696@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:21:37 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001137@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:27:33 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003339@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:30:51 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001812@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:35:46 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004631@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:36:03 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004797@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:36:33 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001187@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:37:08 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001581@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:37:08 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002389@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:37:48 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001026@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:37:49 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000000420@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:40:53 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001369@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:42:57 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004817@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:46:55 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000001344@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:47:36 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000000937@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:49:07 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003592@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:51:23 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002455@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:51:27 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002354@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:52:10 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000000117@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:56:54 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000000901@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:59:12 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000000344@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 07:59:22 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000004766@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 08:02:30 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000002583@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
Jul  8 08:02:46 ims kamailio-icscf[3045]: INFO: cdp [routing.c:118]: Cx UAR for 999700000003803@ims.mnc070.mcc999.3gpp.network.org, assigned scscf.ims.mnc070.mcc999.3gpp.network.org
